Model Used,Reference Area,REF_AREA,Indicator,Sex,Series Name,Series Category,Series Method,Series Type,Age Group of Women,Time Since First Birth,Series Year,Observation Status,Interval,Reference Date,Observation value,Standard Error,Unit of Measure,Lower Bound,Upper Bound
,India,IND,Under-five mortality rate,Total,National Family Planning Survey 1970 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,35 to 39 years old,,1970,Included in IGME,,1961.9,230.4,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Planning Survey 1970 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,30 to 34 years old,,1970,Included in IGME,,1964.5,239.2,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Planning Survey 1970 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,25 to 29 years old,,1970,Included in IGME,,1966.7,240,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Family Planning Survey 1970 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,20 to 24 years old,,1970,Excluded from IGME,,1968.4,269.6,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Sample Survey 1966 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,40 to 44 years old,,1966,Included in IGME,,1954.2,293.1,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Sample Survey 1966 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,35 to 39 years old,,1966,Included in IGME,,1956.4,277,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Sample Survey 1966 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,30 to 34 years old,,1966,Included in IGME,,1958.8,280,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,National Sample Survey 1966 (Indirect),Others,Survey/Census with Summary Birth Histories,Indirect,25 to 29 years old,,1966,Included in IGME,,1961,285,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Provincial Annual Sanitary-Health Reports 1947 (VR),SVR,Vital Registration,Vital Records,,,1947,Excluded from IGME,1,1911.5,338,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Provincial Annual Sanitary-Health Reports 1947 (VR),SVR,Vital Registration,Vital Records,,,1947,Excluded from IGME,1,1912.5,343,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Provincial Annual Sanitary-Health Reports 1947 (VR),SVR,Vital Registration,Vital Records,,,1947,Excluded from IGME,1,1913.5,329.6,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Provincial Annual Sanitary-Health Reports 1947 (VR),SVR,Vital Registration,Vital Records,,,1947,Excluded from IGME,1,1914.5,356.1,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Provincial Annual Sanitary-Health Reports 1947 (VR),SVR,Vital Registration,Vital Records,,,1947,Excluded from IGME,1,1915.5,335.5,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Provincial Annual Sanitary-Health Reports 1947 (VR),SVR,Vital Registration,Vital Records,,,1947,Excluded from IGME,1,1916.5,340.5,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Provincial Annual Sanitary-Health Reports 1947 (VR),SVR,Vital Registration,Vital Records,,,1947,Excluded from IGME,1,1917.5,360.2,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Provincial Annual Sanitary-Health Reports 1947 (VR),SVR,Vital Registration,Vital Records,,,1947,Excluded from IGME,1,1918.5,470.6,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Provincial Annual Sanitary-Health Reports 1947 (VR),SVR,Vital Registration,Vital Records,,,1947,Excluded from IGME,1,1919.5,375.4,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Provincial Annual Sanitary-Health Reports 1947 (VR),SVR,Vital Registration,Vital Records,,,1947,Excluded from IGME,1,1920.5,329.6,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Provincial Annual Sanitary-Health Reports 1947 (VR),SVR,Vital Registration,Vital Records,,,1947,Excluded from IGME,1,1921.5,344.7,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Provincial Annual Sanitary-Health Reports 1947 (VR),SVR,Vital Registration,Vital Records,,,1947,Excluded from IGME,1,1922.5,291.7,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Provincial Annual Sanitary-Health Reports 1947 (VR),SVR,Vital Registration,Vital Records,,,1947,Excluded from IGME,1,1923.5,300.6,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Provincial Annual Sanitary-Health Reports 1947 (VR),SVR,Vital Registration,Vital Records,,,1947,Excluded from IGME,1,1924.5,332.3,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Provincial Annual Sanitary-Health Reports 1947 (VR),SVR,Vital Registration,Vital Records,,,1947,Excluded from IGME,1,1925.5,301.6,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Provincial Annual Sanitary-Health Reports 1947 (VR),SVR,Vital Registration,Vital Records,,,1947,Excluded from IGME,1,1926.5,329.8,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Provincial Annual Sanitary-Health Reports 1947 (VR),SVR,Vital Registration,Vital Records,,,1947,Excluded from IGME,1,1927.5,303.7,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Provincial Annual Sanitary-Health Reports 1947 (VR),SVR,Vital Registration,Vital Records,,,1947,Excluded from IGME,1,1928.5,308.7,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Provincial Annual Sanitary-Health Reports 1947 (VR),SVR,Vital Registration,Vital Records,,,1947,Excluded from IGME,1,1929.5,320.7,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Provincial Annual Sanitary-Health Reports 1947 (VR),SVR,Vital Registration,Vital Records,,,1947,Excluded from IGME,1,1930.5,335.8,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Provincial Annual Sanitary-Health Reports 1947 (VR),SVR,Vital Registration,Vital Records,,,1947,Excluded from IGME,1,1931.5,295.1,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Provincial Annual Sanitary-Health Reports 1947 (VR),SVR,Vital Registration,Vital Records,,,1947,Excluded from IGME,1,1932.5,267.1,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Provincial Annual Sanitary-Health Reports 1947 (VR),SVR,Vital Registration,Vital Records,,,1947,Excluded from IGME,1,1933.5,274.5,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Provincial Annual Sanitary-Health Reports 1947 (VR),SVR,Vital Registration,Vital Records,,,1947,Excluded from IGME,1,1934.5,293.9,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Provincial Annual Sanitary-Health Reports 1947 (VR),SVR,Vital Registration,Vital Records,,,1947,Excluded from IGME,1,1935.5,271.1,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Provincial Annual Sanitary-Health Reports 1947 (VR),SVR,Vital Registration,Vital Records,,,1947,Excluded from IGME,1,1936.5,266.6,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Provincial Annual Sanitary-Health Reports 1947 (VR),SVR,Vital Registration,Vital Records,,,1947,Excluded from IGME,1,1937.5,272.2,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Provincial Annual Sanitary-Health Reports 1947 (VR),SVR,Vital Registration,Vital Records,,,1947,Excluded from IGME,1,1938.5,284.8,,Deaths per 1000 live births,,
,India,IND,Under-five mortality rate,Total,Provincial Annual Sanitary-Health Reports 1947 (VR),SVR,Vital Registration,Vital Records,,,1947,Excluded from IGME,1,1939.5,258.5,,Deaths per 1000 live births,,
